,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
13477,8/29/22 00:30,Waukesha,WI,USA,Light,3-4 minutes,"It was a bright light, that moved from side to side.",9/9/22,
13478,8/28/22 23:04,Geyserville,CA,USA,Star,30 minutes,Twinkling lights that changes color a,9/9/22,
13479,8/28/22 21:45,Mustang,OK,USA,Unknown,,Ball of light with intense flight pattern,9/9/22,
13480,8/28/22 20:48,Pittsburgh,PA,USA,Sphere,2 secs,Green orb flash through Pittsburgh skyline,9/9/22,
13481,8/28/22 20:45,Cairo,KY,USA,Unknown,Approx 10 minutes,Something hovering/ flying fast and erratic with only 2 lights.,9/9/22,
13482,8/28/22 17:30,Colorado city,TX,USA,Changing,1.5 hours,At 05:00 cst i noticed a flashing object in the eastern sky. It appeared quite far away with pulsating lights.,9/9/22,
13483,8/28/22 12:39,Austin,TX,USA,Circle,8 to 17 minutes,Aerial Phenomenon at Austin Texas,9/9/22,Yes
13484,8/28/22 12:34,San Diego,CA,USA,Light,10-15 minutes,Intermittently blinking white light in mid day light at apparent high altitude seemed stationary then moved west,10/8/22,Yes
13485,8/28/22 10:30,Witham,Essex,United Kingdom,Star,15-20 seconds,Looked like a star during the day.,9/9/22,
13486,8/28/22 09:40,Littleton (Denver metro area),CO,USA,Cylinder,58 secs; 20 secs & 5 secs,"I observed & videod a 'tic tac'-shaped white object moving slowly over the area, then w/in a few minutes saw what may have been a B52",9/9/22,Yes
13487,8/28/22 07:30,Pendleton,OR,USA,Diamond,3 min long,I was walking my dog on Willow Dr Pendleton Oregon.,10/8/22,
13488,8/28/22 07:22,Lawrenceburg,KY,USA,Light,10-15 seconds,Bright light in the sky. Disappeared without moving.,9/9/22,
13489,8/28/22 03:30,John Day,OR,USA,Changing,1 1/2 hour then tired,"Observed UFO for 1 1/2 hours above my house in early mornin. Radical movement, varied lights, no sound, no beams, no landing, no trail.",9/9/22,Yes
13490,8/28/22 01:50,Eagle Mountain,UT,USA,Teardrop,10+ minutes,It was moving quickly but then just stopped as I noticed it? I started taking pics then recording. It was bright but then dimmed.,9/9/22,Yes
13491,8/28/22 00:00,Stanford,KY,USA,Triangle,20 minutes,We was out riding our ATV through the field and seen something strange flying toward us then slowly flew away,9/9/22,
13492,8/27/22 22:20,Miami,FL,USA,Circle,Miami beach,Was sitting on the beach and multiple flying objects came and shined lights on me and I e when away like 3 more can I have pics a,10/8/22,Yes
13493,8/27/22 22:00,Birmingham,AL,USA,Changing,Continuous,I see these moving & blinking stars everynight.,10/8/22,Yes
13494,8/27/22 21:01,Peoria,,,Cylinder,3 minutes,An object with a cylinder shape orange with two hanging legs reflecting an orange light.,9/9/22,
13495,8/27/22 21:00,New Albany,OH,USA,Circle,I was driving on 161,There were about 8 glowing orangish yellow spheres and another two off to the right.,9/9/22,
13496,8/27/22 20:59,Tyler,TX,USA,Triangle,,We were driving on a street and we looked up and saw a black triangle that had red lights and a white beam shining at the pinnacle,9/9/22,
13497,8/27/22 20:57,Naples,NY,USA,Circle,1 minute apporx.,Looked up into the sky as I usually and saw 2 crafts with lights glowing and then faint and then disappeared,9/9/22,
13498,8/27/22 20:15,Denver,,,Oval,A couple of minutes,Looking at the stars with grandson when he asked me whats that? I looked up in sky and saw a round object with lights,9/9/22,
13499,8/27/22 20:10,Klamath Falls,OR,USA,Circle,Unknown,Saw at a railroad crossing. Got out to take sunset pictures and a photo of the train after a drive through the country.,9/9/22,Yes
13500,8/27/22 19:30,Meerut,Uttar Pradesh,India,Sphere,2 or 3 seconds,Disppearance of 1 uap sphere shaped,9/9/22,
13501,8/27/22 17:39,Rancho Cucamonga,CA,USA,Cigar,3 min,Seen a white craft right before it just disappeared,9/9/22,
13502,8/27/22 09:14,Kalamazoo,MI,USA,Sphere,a second,Photograph of a silver shape in the sky,9/9/22,Yes
13503,8/27/22 06:47,Toronto,ON,Canada,Circle,5 seconds,Flew in a straight line then a sharp left,9/9/22,
13504,8/27/22 02:29,South of Sudbury,ON,Canada,Unknown,Approximately 15 to 20 se,multiple firework like explosions in orbit or beyond through binoculars,10/8/22,Yes
13505,8/27/22 00:00,Colorado Springs,CO,USA,Other,,"Looked into the sky, It appeared out of no where",9/9/22,
13506,8/26/22 22:12,Hillsboro,IL,USA,Sphere,,A bright star like but larger disappearing sphere and reforming,10/8/22,
13507,8/26/22 20:48,Woodbourne,NY,USA,Circle,One Minute,"The Orange lighted UFO in Woodbourne, New York State near Pine Bush, NY",9/9/22,Yes
13508,8/26/22 20:45,Lake Henshaw,CA,USA,Light,30 seconds,Something passing overhead at high rate of speed,9/9/22,
13509,8/26/22 19:29,Huntington Station,NY,USA,Circle,unsure,Was just taking a pic w my cell phone of the cloud structures to the east. Did not see this when taking pic. Reviewed this after.,9/9/22,Yes
13510,8/26/22 19:15,Newtripoli,PA,USA,Fireball,15 min,fireball that split into two but also had a shine like metal,10/8/22,Yes
13511,8/26/22 16:28,Las Vegas,NV,USA,Other,2 min,"Doughnut shaped, silver UFO",9/9/22,Yes
13512,8/26/22 12:30,Itaúna,Minas Gerais,Brazil,Unknown,2 minites,we saw a luminous sphere intelligently and linearly trace the night sky of the small town of Itaúna.,10/8/22,
13513,8/26/22 11:50,homstead,PA,USA,Light,A few hours,Thought that the lights were drones. Upon further investigation. There was no sound.,9/9/22,
13514,8/26/22 02:07,Frostburg,MD,USA,Cylinder,Still occurring,Two objects one stationary the other moving toward and away from the first giving off a goldfish glow,9/9/22,
13515,8/25/22 23:57,Pittsburgh,PA,USA,Rectangle,3 to 5 minutes,While taking photos of granddaughters dorm the UFO showed in the photo.,10/8/22,Yes
13516,8/25/22 23:10,Waverly,IA,USA,Light,10 Seconds,Strangely moving light,9/9/22,
13517,8/25/22 21:50,Manchester,Lancashire,United Kingdom,Unknown,Few seconds,"2 objects appeared very low ,there was a gap between them ,objects moved in zigzag direction",9/9/22,Yes
13518,8/25/22 21:15,STATESVILLE,NC,USA,Unknown,Approximately 3 minutes,Bright orangish to red lights or orbs moving left to right in the sky,9/9/22,
13519,8/25/22 19:30,Tiverton,RI,USA,Disk,2 minutes,U.A.P flew up to slowed down and passed an airplane with both exhaust like the plane,9/9/22,
13520,8/25/22 18:30,Belfast,Antrim,United Kingdom,Unknown,,These are on google maps,10/8/22,Yes
13521,8/25/22 10:30,Royal,IA,USA,Unknown,A second,"A HUGE flash of light in the sky. Looked bluish/electric, and then gone! It happened so fast. NOT lightning.",9/9/22,
13522,8/25/22 01:16,Auburn,NY,USA,Unknown,Five to six seconds,I saw what appeared to be a large black tear in the sky that moved rapidly enough I had to turn my head to track it over 5-6 seconds,9/9/22,
13523,8/25/22 00:00,,,Vietnam,Disk,See pictures,Google Earth,10/8/22,Yes
13524,8/25/22 00:00,Culver City,CA,USA,Disk,30 seconds,Craft was disk shaped with bright red and green lights (2 lines on bottom; bottom was more flat and on the top there was a small top.,9/9/22,
13525,8/24/22 23:30,Imperial,MO,USA,Diamond,30 minutes,Object accelerated through the sky heading south then stopped and headed north and remained stationary. Object is still stationary,9/9/22,Yes
13526,8/24/22 23:25,West haven,CT,USA,Light,.54 seconds,One large bright light was shooting out what seemed to be other ships,10/8/22,
13527,8/24/22 23:00,,,USA,Cone,1 hour,The craft hovered in one spot for over an hour.,9/9/22,
13528,8/24/22 21:45,SCOTTSVILLE,VA,USA,Other,About 3-4 seconds,It was a red dot inside a square,9/9/22,
13529,8/24/22 21:42,Fulton,MO,USA,Light,Over 30 min,Over 30 minutes multiple ufos flying in multiple directions and turning in different directions,9/9/22,Yes
13530,8/24/22 21:30,Elkton,MD,USA,Light,About 1 minute,"An object that looked similar to a star, in the NW sky, was ""shooting"" gold/white ""things"" upward (straight up) at regular intervals",9/9/22,
13531,8/24/22 21:20,Wilmington,OH,USA,Triangle,20 seconds,"Three amber lights spinning slowly, made a full rotation then individually turned off",9/9/22,
13532,8/24/22 21:10,Bedworth,Warwickshire,United Kingdom,Light,5-10 minutes,Bright light that dropped then rose up a bit and shot off,9/9/22,Yes
13533,8/24/22 20:40,Wilmington,OH,USA,Unknown,A couple minutes,Amber looking lights almost triangular or oval. There was at first what I thought was 2 but it after zooming more like 5,9/9/22,Yes
13534,8/24/22 18:51,Clearwater,FL,USA,Rectangle,Not sure,Took picture of a rainbow looked at photo and the UFO APPEARED,9/9/22,Yes
13535,8/24/22 16:00,North York,ON,Canada,Cigar,1 minute,"Cigar shaped craft, not moving, no wings or tail, tan colour",9/9/22,
13536,8/24/22 15:16,Columbus,OH,USA,Sphere,30 Minutes,ORB / UFO floating over our house for a half hour...,9/9/22,Yes
13537,8/24/22 14:22,Atlantic City,NJ,USA,Unknown,A few seconds?,"When I attempted to enlarge the photo of the jet, I noticed the UFO Anomaly above the jet at about 11 oclock.",9/9/22,Yes
13538,8/24/22 06:50,Springhill,FL,USA,Other,about 10 seconds,"I saw a crescent or boomerang shaped UFO that seemed to move at such speed it appeared to shrink down to nothing, glowing in the night",9/9/22,
13539,8/24/22 03:00,Lisbon,ME,USA,Rectangle,,White weirdly shaped rectangular ship,10/8/22,
13540,8/24/22 00:09,Beloit,WI,USA,Triangle,Around 1 minute,"Saw a lighted triangle come out of sky doing things we don't have technology for,it made zero noise was able to move slower",9/9/22,
13541,8/24/22 00:05,Loveland,CO,USA,Circle,2.5 Hours,"Appeared to be a star at first glance, twinkling abnormally",9/9/22,
13542,8/23/22 23:57,Idaho Falls,ID,USA,Light,2-3 seconds,Two soft white lights moving at high velocity in perfect parallel with visible starlight between.,9/9/22,Yes
13543,8/23/22 23:36,Acciaroli,Province of Salerno,Italy,Disk,About 15 seconds,Three UFOs shooting rays of light on the sea.,9/9/22,Yes
13544,8/23/22 22:45,Scranton,PA,USA,Diamond,30 seconds,I saw a floating white light that seemed to be hovering in the sky.,9/9/22,Yes
13545,8/23/22 21:46,Circleville,OH,USA,Circle,20 Minutes,3 lights signal each other,9/9/22,
13546,8/23/22 21:46,Wellfleet,Siguiri Prefecture,Guinea,Cigar,9:48 PM,Flying cigar shape. ((NUFORC Note:,10/8/22,Yes
13547,8/23/22 21:35,North Ferrisburgh,VT,USA,Light,Approximately 45 seconds,Large and bright orange flashing light moving strangely,9/9/22,
13548,8/23/22 21:30,Oakland,CA,USA,Cylinder,1/2 second to 1 second,Fast moving tic tac shaped craft flew over head illuminated only by city lights.,9/9/22,
13549,8/23/22 21:00,South Phoenix,AZ,USA,Light,3 mins at least,Multiple lights appear around on the mountain.,9/9/22,
13550,8/23/22 21:00,Chillicothe,OH,USA,Light,Less than a minute,"Three very bright lights appeared suddenly, silently and hovered",9/9/22,
13551,8/23/22 20:20,West Milford,NJ,USA,Light,20 seconds,Distant bright light flying in erratic pattern traveling from west to east at sunset.,9/9/22,
13552,8/23/22 19:35,New York,NY,USA,Chevron,Just a few seconds,"Large, silent chevron/boomerange craft moving across Manhattan, NY--seen from Central Park",9/9/22,
13553,8/23/22 16:25,Portola,CA,USA,Chevron,45 seconds,In the sky stayed for a minute. Saw it change directions and then disappeared,9/9/22,Yes
13554,8/23/22 10:00,Spokane,WA,USA,Sphere,+/-One hour,Shape shifting chrome spheres,9/9/22,Yes
13555,8/23/22 00:25,Detroit,MI,USA,Light,Its still there,"Started as a possible bright star, but the sky is cloudy so it made me suspicious. Then I saw a bright light with 2 90deg angle lights",9/9/22,Yes
13556,8/22/22 23:15,Kenmore,WA,USA,Cross,1 hr +,5 flying objects with super bright lights,9/9/22,
13557,8/22/22 22:00,Doylestown,PA,USA,Circle,Was overhead while drivin,Circular object with green and red lights,9/9/22,
13558,8/22/22 22:00,Oregon City,OR,USA,Teardrop,4 minutes,Moved up down and sideways the disappeared,9/9/22,
13559,8/22/22 22:00,Oregon City,OR,USA,Teardrop,4 minutes,Moved up down and sideways the disappeared,9/9/22,Yes
13560,8/22/22 21:55,Darrington,WA,USA,Circle,20,"Pulsating circle, very bright took an erratic turn and disappeared in a bright flash.",9/9/22,
13561,8/22/22 21:55,,MI,USA,Disk,Approximately 1 minute,A band of evenly spaced lights around a disk craft floated silently over to lake michigan but disappeared without a trace in an instant,9/9/22,
13562,8/22/22 21:42,Calgary,AB,Canada,Oval,10 minutes,Craft in northern sky caught my eye as it was stationary and glowing green with flashing lights.,9/9/22,Yes
13563,8/22/22 21:30,Miles city,,USA,Light,5 min,It was a ton of lights surfing across the sky that didn't look like satellites.,9/9/22,Yes
13564,8/22/22 21:27,"Friend Park. West of Laramie Mountain, Wyoming",WY,USA,Formation,20 seconds,"String of bright lights going from West to East. Seemed to end in the same spot. Observed the same lights, night before",9/9/22,
13565,8/22/22 21:15,Woodstock,ON,Canada,Circle,1 mim,"Very Brite strange green blinking in the distance on a stormy night. 5000ft above neighbor's house. Once I recorded, it moves.",9/9/22,
13566,8/22/22 21:00,Belgium,WI,USA,Other,40 seconds,Conveyor belt like lights moving from northwest to southeast,9/9/22,
13567,8/22/22 20:55,Town of Green Lake,WI,USA,Light,about 30 seconds,"8:55 pm, Aug 22, 2022 a single string of lighted objects appeared, extending from Ursa Major to 130 deg ESE. 80 degree above horizon",9/9/22,
13568,8/22/22 20:50,Evansville,IN,USA,Sphere,5 minutes,Very large orange sphere that sucked in on itself and then released energy and was gone,9/9/22,
13569,8/22/22 19:30,Boulder,CO,USA,Disk,15 minutes,"UFO, didnt look like a jet, pretty high. Came south, went east, came back west.",9/9/22,
13570,8/22/22 15:33,,,USA,,,Already other reports that's the location in picture,10/8/22,Yes
13571,8/22/22 15:30,Guemes Island,WA,USA,Circle,20 minutes,5 White Circles with Orange Centers flying in straight lines across the sky,9/9/22,
13572,8/22/22 14:45,Windsor,ON,Canada,Sphere,.25 seconds,Saw something black in the sky and pulled out my iPhone.,9/9/22,
13573,8/22/22 11:20,Just after Springfield Illinois,IL,USA,Other,15 minutes,Black craft at puffy cloud top level hovering back and forth between clouds,9/9/22,
13574,8/22/22 07:50,Boulder,CO,USA,Sphere,30 seconds,A sphere materialized and flashed twice before quickly dissipating / dematerializing.,9/9/22,
13575,8/22/22 05:00,Palmdale,FL,USA,Circle,About 2 minutes in all,I woke up to a large circular bright light coming over the trees and watched it fly across the sky until it was the size of the starts,10/8/22,Yes
13576,8/21/22 23:30,Payson az,AZ,USA,Circle,1 ht,In payson campground near Munds park,10/8/22,
13577,8/21/22 23:30,Payson az,,,Circle,1 ht,In payson campground near Munds park,9/9/22,
13578,8/21/22 23:00,Rumney,NH,USA,Cigar,30 seconds,Saw a cigar shaped craft in the sky for about a minute. I have full video documentation.,9/9/22,
13579,8/21/22 21:48,Washington DC,DC,USA,Light,20 seconds,Fast moving light in sky over Washington DC,9/9/22,
13580,8/21/22 21:35,Indio,CA,USA,Cigar,Bright light hovering,We don't know what we saw but there was a bright light and then disappeared faintly .,9/9/22,
13581,8/21/22 21:30,Minneapolis,MN,USA,Circle,5 minutes,Two stars moving quickly across the night sky.,10/8/22,
13582,8/21/22 21:15,Clovis,CA,USA,Light,25-30 seconds,"Pulsing white light, flies like an aircraft but at insane speed for the apparent altitude, then vanishes in a bright flash.",9/9/22,
13583,8/21/22 20:55,Fairwater,WI,USA,Sphere,15 to 20 seconds,"At 8:55 pm on August 21, 2022 a string of 50 to 100 lights were observed crossing the face of Cassiopeia traveling from WNW to ESE.",9/9/22,
13584,8/21/22 17:55,Gibbon,NE,USA,Cigar,Thirty seconds both times,Cigar-ish object traveled first SE to SW then returned and went SW to SE five minutes later.,9/9/22,
13585,8/21/22 15:20,Wolfegg,Baden-Württemberg,Germany,Oval,Maximal: 1.Sekunde,"Silver oval-like object that races through the video for a maximum of half a second, I took a picture of this video.",9/9/22,
13586,8/21/22 09:55,Albuquerque,NM,USA,Other,2min,Two craft flying SE across NM sky,9/9/22,
13587,8/21/22 04:55,Arizona City,AZ,USA,Unknown,15 seconds,Silent fast large object in the A.M. Arizona sky,9/9/22,
13588,8/21/22 01:30,Toronto,ON,Canada,Light,4-5 minutes,"7 days ago, I thought I saw the greatest single meteor in decades of watching the Perseid meteor showers. Tonight, I saw something else",9/9/22,
13589,8/20/22 23:30,New Haven,CT,USA,Unknown,10 to 15 seconds,A large unknown shaped object with bright lights hovering near the highway!,9/9/22,
13590,8/20/22 23:02,Lehi,UT,USA,Unknown,30 mins,"Noticed a very bright star, but it suddenly faded completely dark. Reappeared and began filming. Recorded it fading to black again.",9/9/22,
13591,8/20/22 22:30,Elkhorn,NE,USA,Triangle,2 minutes,Massive/close row of non blinking lights gliding slowly and disappearing into Big Dipper this wasnt the satellites weve seen those,9/9/22,
13592,8/20/22 22:03,Mt vernon,SD,USA,Circle,2 minutes,The brightness of the spiraling white light of spaceships was phenomenal,9/9/22,
13593,8/20/22 22:00,Richland,WA,USA,Changing,1 minute,"Near Hanford, cigar shape turned into single light, then left when trying to take a picture",9/9/22,Yes
13594,8/20/22 21:48,Everett,,USA,Light,20 sec,AGIAN A 10 LIGHT UP SHIPS IN ON STRAIT LINE AND DISAPPEARED NEVER SEEN THIS. LOOKED LIKE SOMETHING I'VE AND OTHER PPL NEVER SEEN,10/8/22,
13595,8/20/22 21:11,Minneapolis,MN,USA,Circle,5 to 7 minutes,"3, 3-4 inch red circles - in a straight line - equal distance apart in sky, to outer atmosphere, 2 seconds, in order. 4th after.",10/8/22,
13596,8/20/22 21:10,Cincinnati,OH,USA,Light,5 minutes,"My wife and 3 out of 4 of my children witnessed the sighting, the youngest are twins age 10.",9/9/22,
13597,8/20/22 21:00,New Westminster,BC,Canada,Circle,Approximately 5-6 minutes,"Our family of 6 saw this, 3 adults and 3 children, ages 3, 9, and 17.",10/8/22,
13598,8/20/22 20:44,Walkertown,NC,USA,Circle,1-2 min,They were formed in a square. 4 reddish orangish lights. By the time I was videoing three had vanished and the last one disappeared,9/9/22,
13599,8/20/22 17:00,Phoenix/ ahwatukee,AZ,USA,Circle,Two minutes,Small black donut. Hole in center looked smooth,9/9/22,
13600,8/20/22 13:13,Essex,CT,USA,Sphere,Didnt see lights until,didnt see the lights until we reviewed that days photos,10/8/22,Yes
13601,8/20/22 11:32,Doss,TX,USA,Circle,12 minutes,I was laying in my bed looking at the stars through a cabin window when I dozed off I woke up and saw a bright light above the horizon.,9/9/22,Yes
13602,8/20/22 03:45,Chico,CA,USA,Changing,Approx 3hrs or more,I was looking at an object changing shape and color and moving oddly,9/9/22,Yes
13603,8/20/22 03:40,Chico,CA,USA,Changing,Over an hour,The object was changing shapes and color,9/9/22,Yes
13604,8/20/22 00:17,West Hills,CA,USA,Oval,7 seconds,"Fast, bright, east to west travel and complete stop.",9/9/22,
13605,8/19/22 23:44,Sweet,ID,USA,Chevron,About a minute and turned,It was a bright light that had different colors in went straight for about a minute then I got out of the car to take a picture,10/8/22,Yes
13606,8/19/22 23:30,Ventura,CA,USA,Fireball,,"Fireball seen blazing across the skies in Ventura, Ca.",9/9/22,
13607,8/19/22 22:50,Oak Harbor,WA,USA,Formation,2 minutes,"Appeared like comet, then the long string of 25-30 lights silently glided directly over head. Disappeared, travelled 50 miles in 1 min",9/9/22,Yes
13608,8/19/22 22:45,Nampa,ID,USA,Unknown,20sec-NWsky-7to8k ft. up,"Ribbon of light-several mls wide-several mls long-moving in wave motion, visible/invisible/visible again possibly due to high clouds.",9/9/22,
13609,8/19/22 22:45,Charlton,MA,USA,Circle,50 seconds,I was driving down a hill road and saw it in the sky,9/9/22,
13610,8/19/22 22:43,Nampa,ID,USA,Cigar,10,Too many people saw it wonder what it was,9/9/22,
13611,8/19/22 22:16,Annandale,MN,USA,Cigar,"2 min bright, faint 2hrs",Blinking lights that move toward us then up and slowly faded.,9/9/22,
13612,8/19/22 22:16,Prior Lake,MN,USA,Light,2-4 minutes,Saw UFO from my car,10/8/22,Yes
13613,8/19/22 22:11,West Fargo,ND,USA,Light,Approximately 20 seconds,A light that looked initially like a fluorescent glided from the west toward the east,9/9/22,
13614,8/19/22 22:10,Pine city township,MN,USA,Cylinder,20 to 30 seconds,Cylindrical formation of bright white light,9/9/22,Yes
13615,8/19/22 22:00,Cooperstown,NY,USA,Other,45 seconds to a minute,A long shape moving horizontally then recessed into the sky while fading out,10/8/22,
13616,8/19/22 22:00,Big flats,NY,USA,Changing,About 30-45 seconds,Went to take a picture when it took off up more.,9/9/22,Yes
13617,8/19/22 22:00,Near Starbuck,MN,USA,Rectangle,3 minutes,Low floating 1/4 block long rectangular white light moving object,9/9/22,
13618,8/19/22 22:00,Alburgh,VT,USA,Cigar,5-10 minutes,Disc/Cigar shaped craft floats/hovers over tree line,9/9/22,Yes
13619,8/19/22 22:00,Charlotte,VT,USA,Cigar,About 10 seconds,A double row of white lights that appeared about 6 inches long and 1/2 inch apart (if I held a ruler up) and moving slowly.,9/9/22,
13620,8/19/22 21:57,Coquitlam,,,,I watched it traveling s,We watched it fly over head and just past the house it blipped out . Didappeared,10/8/22,Yes
13621,8/19/22 21:56,Point pleasant,NJ,USA,Changing,5 times -8 hours,I work security at the beach and every time I have been there I see things all over The sky,10/8/22,
13622,8/19/22 21:54,Barre,VT,USA,Cigar,About 3 or 4 minutes,I was shooting long exposures and saw a line with small round lights along the length.,10/8/22,Yes
13623,8/19/22 21:51,Rapid City,MI,USA,,1 minute,An object in the shape of a straight line about an inch from our viewing area moving slowly across the sky,10/8/22,Yes
13624,8/19/22 21:50,Gloversville,NY,USA,Cigar,30-40 seconds,Large blimp-like object in the night sky was visible to us until it disappeared.,9/9/22,
13625,8/19/22 21:48,Hooksett,NH,USA,Cylinder,2 minutes,Long cylindrical lighted object moving towards the east.,10/8/22,
13626,8/19/22 21:48,Marcellus,NY,USA,Disk,25 seconds,"Finishing dinner, looked over the golf course and saw a craft moving through the air. Was low to the ground, aircraft level.",10/8/22,Yes
13627,8/19/22 21:47,Colonie NY ... a few miles west of Albany,NY,USA,Other,Half a minute,"White, like a light bar, moving slowly easterly across the night sky",10/8/22,
13628,8/19/22 21:46,Black butte,OR,USA,Light,1-2 minutes,This doesnt look like the Starlink videos as it just disappeared well within the horizon.,10/8/22,
13629,8/19/22 21:46,Tigard,OR,USA,Cigar,3 seconds,Train looking shape in sky for 3 seconds and disappeared,10/8/22,Yes
13630,8/19/22 21:46,Bridgton,ME,USA,Light,1 minute,Linear bright structure,10/8/22,Yes
13631,8/19/22 21:46,Davison,MI,USA,Cigar,20 seconds,"Looked up and saw a worm shaped slow moving object in the sky, it shortly vanished into thin air.",10/8/22,
13632,8/19/22 21:45,Gray,ME,USA,Light,15 minutes,Long thick white brute lite . Have picture of it and only resemblance of starling is the line but this line much thicker,9/9/22,Yes
13633,8/19/22 21:45,Topsham,ME,USA,Cigar,+/- 30 seconds,Thin Vertical Cylinder,10/8/22,
13634,8/19/22 21:45,Searsmont,ME,USA,Other,2 minutes,Linear white light,10/8/22,
13635,8/19/22 21:45,Monhegan Island,NH,USA,Cylinder,25 seconds,Appeared below the Big Dipper and continued up towards it for about 25 seconds before vanishing.,9/9/22,Yes
13636,8/19/22 21:45,Bennington,VT,USA,Other,fifteen sec. approx,"Long string of bright lights in straight formation with border around them approx 200 feet in length, no sound or FAA strobes .",10/8/22,
13637,8/19/22 21:45,Searsmont,ME,USA,Other,2 minutes,Linear white light,10/8/22,
13638,8/19/22 21:45,Richmond,Quebec,Canada,Changing,20 Seconds,We saw 2 dots in the sky that appeared to be stars but were fading into each other but only captured on camera the straight line,10/8/22,
13639,8/19/22 21:45,Montreal,Quebec,Canada,Other,30 seconds,Saw two rows of light near each other flying at a approx 45 degree angle into the clouds,9/9/22,Yes
13640,8/19/22 21:45,Red Creek,NY,USA,Light,3 minutes,Straight line with dotted lights that changed length slowly. Came about a mile from us then faded out over Lake Ontario.,9/9/22,
13641,8/19/22 21:45,Thornton,NH,USA,Formation,50-60 seconds,We saw a string of lights moving through the sky silently and then faded into nothing.,10/8/22,
13642,8/19/22 21:45,Spafford Lake,NH,USA,Cigar,3 minutes,The cigar was on an angle moving towards us it had a flash of light and at the end it just disappeared,9/9/22,
13643,8/19/22 21:45,Indian Lake,NY,USA,Cigar,15 seconds,"Sitting out in front of campfire facing west with lake in front , saw bright straight line moving slowly in uniform towards the east",10/8/22,Yes
13644,8/19/22 21:44,Wolfeboro,NH,USA,Changing,2-5min,"Appearing over the tree line in the mountains, long thin white light appearing to change shape",10/8/22,Yes
13645,8/19/22 21:43,Ajax,ON,Canada,Cylinder,40 seconds,"I looked up and noticed a cylinder/submarine with not lights surrounding it, it had a light glow around it that was noticeable to see",10/8/22,
13646,8/19/22 21:41,Carey,,USA,Light,2 Minutes,13 Weird lights in the sky,9/9/22,Yes
13647,8/19/22 21:40,Salem,NY,USA,Disk,20 minutes,Saw spaceship lift off ground then jets were scrambled towards it.,9/9/22,Yes
13648,8/19/22 21:40,Berlin,NH,USA,Other,5 minutes,Lights moving toward us,9/9/22,Yes
13649,8/19/22 21:38,Dexter,ME,USA,Cigar,2 Minutes,"Lights appeared in the NE, slowly moving towards SW, after pulling over my car to see better, they vanished.",9/9/22,
13650,8/19/22 21:37,Ferrisburg,VT,USA,Other,5 minutes,Straight line of 12-15 lights traveling east away from Lake Champlain.,9/9/22,
13651,8/19/22 21:16,Townsend,MT,USA,Rectangle,40 seconds,A single bright rectangular light descending from the sky,9/9/22,
13652,8/19/22 21:15,NNW of Lake George Village,NY,USA,Disk,About 30 Mins,Red and white light disk shaped,9/9/22,
13653,8/19/22 21:15,Jeffrey City,WY,USA,Cigar,2-3 minutes,I saw a cigar shaped object slowly moving west to east about 10° above horizon.,9/9/22,
13654,8/19/22 21:05,Point pleasant,NJ,USA,Changing,I saw it for three hours,Ive seen hundreds of objects five straight times Ive sent you guys at least 20 videos now and I have not heard one word From u,10/8/22,
13655,8/19/22 21:00,Lakewood,NY,USA,Cigar,60-90 seconds,We saw a long straight light about two finger widths that moved across the sky and then abruptly turned or disappeared,10/8/22,
13656,8/19/22 20:58,Henniker,NH,USA,Cigar,30 seconds,We saw this light just floating and went across the sky really slowly and was white and slowly disappeared,10/8/22,Yes
13657,8/19/22 20:50,North PEI Brackley beach,Prince Edward Island,Canada,Disk,Unknown,Strange object above.,10/8/22,
13658,8/19/22 20:27,Rhode Island,RI,USA,Cigar,),2 orange streaks,10/8/22,
13659,8/19/22 11:14,,,,,,Cumulative Report 3,10/8/22,
13660,8/19/22 10:45,METHUEN,MA,USA,Light,10 seconds each,Very high in the atmosphere and at very high speed two objects shot across the sky.,9/9/22,
13661,8/19/22 09:59,Amboy,WA,USA,Unknown,Close to 60 seconds,Looked like a lighted train in the sky,10/8/22,
13662,8/19/22 09:45,Baldwinsville,NY,USA,Cigar,20-30 seconds,Almost home when my wife alerted me to look up. Hard to say what its altitude was - maybe 2500 and moving very slowly,10/8/22,Yes
13663,8/19/22 09:10,westlake village,CA,USA,Circle,15 minutes,large circular craft spotted,10/8/22,Yes
13664,8/19/22 06:00,Dundee a,MI,USA,Light,The lights did not move.,I see the lights early in the morning,10/8/22,
13665,8/19/22 05:50,Indianapolis,IN,USA,Light,"Unsure, a couple seconds",I saw a strange light that seemed to stretch in length before disappearing,9/9/22,
13666,8/19/22 03:00,Clallam Bay,WA,USA,Disk,1min,Saucer shape with neon purple rings seen hovering through trees hovering over campsite then moving westward over ocean out of site.,9/9/22,
13667,8/19/22 02:30,,TN,USA,,,My previous submission was a mistake- what I saw was not actually captured in the photos I submitted,10/8/22,
13668,8/19/22 02:30,Gatlinburg,TN,USA,Other,20 minutea,I saw a T shaped cloud in the sky but it was isolated and not moving and it was brighter then the other clouds on the sky.,9/9/22,Yes
13669,8/18/22 22:30,Benton,IL,USA,Sphere,3 to 5 minutes,Amber glowing sphere moving across sky,9/9/22,
13670,8/18/22 22:13,Hendersonville,TN,USA,Other,30-35 seconds,Something in the sky but not far high in the sky,9/9/22,Yes
